date,avg_temp_max_celsius,avg_temp_min_celsius,total_precipitation_mm,max_wind_speed_kmh,any_city_rainy,any_city_cold
2026-03-24,3.9333333333333336,-6.066666666666666,0.1,22.4,1,1
2026-03-25,4.9,-2.533333333333333,0.8,21.0,1,1
2026-03-26,8.866666666666665,0.5333333333333334,18.4,21.3,1,1
2026-03-27,-0.1333333333333333,-9.1,0.0,27.6,0,1
2026-03-28,0.1666666666666667,-6.266666666666666,0.9,24.0,1,1
2026-03-29,9.166666666666666,-1.9333333333333333,0.1,17.0,1,1
2026-03-30,17.46666666666667,2.1999999999999997,0.9,17.6,1,0
2026-03-31,14.733333333333334,5.433333333333334,41.1,25.0,1,0
